1	CWE252_Unchecked_Return_Value__char_fgets_01_bad	void CWE252_Unchecked_Return_Value__char_fgets_01_bad() {     {         /* By initializing dataBuffer, we ensure this will not be the          * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */         char dataBuffer[100] = "";         char * data = dataBuffer;         printLine("Please enter a string: ");         /* FLAW: Do not check the return value */         fgets(data, 100, stdin);         printLine(data);     } }
0	good1	static void good1() {     {         /* By initializing dataBuffer, we ensure this will not be the          * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */         char dataBuffer[100] = "";         char * data = dataBuffer;         printLine("Please enter a string: ");         /* FIX: check the return value */         if (fgets(data, 100, stdin) == NULL)         {             printLine("fgets failed!");             exit(1);         }         printLine(data);     } }
0	CWE252_Unchecked_Return_Value__char_fgets_01_good	void CWE252_Unchecked_Return_Value__char_fgets_01_good() {     good1(); }
1	CWE252_Unchecked_Return_Value__char_fgets_02_bad	void CWE252_Unchecked_Return_Value__char_fgets_02_bad() {     if(1)     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FLAW: Do not check the return value */             fgets(data, 100, stdin);             printLine(data);         }     } }
0	good1	static void good1() {     if(0)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FIX: check the return value */             if (fgets(data, 100, stdin) == NULL)             {                 printLine("fgets failed!");                 exit(1);             }             printLine(data);         }     } }
0	good2	static void good2() {     if(1)     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FIX: check the return value */             if (fgets(data, 100, stdin) == NULL)             {                 printLine("fgets failed!");                 exit(1);             }             printLine(data);         }     } }
0	CWE252_Unchecked_Return_Value__char_fgets_02_good	void CWE252_Unchecked_Return_Value__char_fgets_02_good() {     good1();     good2(); }
1	CWE252_Unchecked_Return_Value__char_fgets_03_bad	void CWE252_Unchecked_Return_Value__char_fgets_03_bad() {     if(5==5)     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FLAW: Do not check the return value */             fgets(data, 100, stdin);             printLine(data);         }     } }
0	good1	static void good1() {     if(5!=5)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FIX: check the return value */             if (fgets(data, 100, stdin) == NULL)             {                 printLine("fgets failed!");                 exit(1);             }             printLine(data);         }     } }
0	good2	static void good2() {     if(5==5)     {         {             /* By initializing dataBuffer, we ensure this will not be the              * CWE 690 (Unchecked Return Value To NULL Pointer) flaw for fgets() and other variants */             char dataBuffer[100] = "";             char * data = dataBuffer;             printLine("Please enter a string: ");             /* FIX: check the return value */             if (fgets(data, 100, stdin) == NULL)             {                 printLine("fgets failed!");                 exit(1);             }             printLine(data);         }     } }
