1	CWE665_Improper_Initialization__char_cat_01_bad	void CWE665_Improper_Initialization__char_cat_01_bad() {     char * data;     char dataBuffer[100];     data = dataBuffer;     /* FLAW: Do not initialize data */     ; /* empty statement needed for some flow variants */     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B	static void goodG2B() {     char * data;     char dataBuffer[100];     data = dataBuffer;     /* FIX: Properly initialize data */     data[0] = '\0'; /* null terminate */     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	CWE665_Improper_Initialization__char_cat_01_good	void CWE665_Improper_Initialization__char_cat_01_good() {     goodG2B(); }
1	CWE665_Improper_Initialization__char_cat_02_bad	void CWE665_Improper_Initialization__char_cat_02_bad() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(1)     {         /* FLAW: Do not initialize data */         ; /* empty statement needed for some flow variants */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B1	static void goodG2B1() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(0)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         /* FIX: Properly initialize data */         data[0] = '\0'; /* null terminate */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B2	static void goodG2B2() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(1)     {         /* FIX: Properly initialize data */         data[0] = '\0'; /* null terminate */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	CWE665_Improper_Initialization__char_cat_02_good	void CWE665_Improper_Initialization__char_cat_02_good() {     goodG2B1();     goodG2B2(); }
1	CWE665_Improper_Initialization__char_cat_03_bad	void CWE665_Improper_Initialization__char_cat_03_bad() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(5==5)     {         /* FLAW: Do not initialize data */         ; /* empty statement needed for some flow variants */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B1	static void goodG2B1() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(5!=5)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         /* FIX: Properly initialize data */         data[0] = '\0'; /* null terminate */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B2	static void goodG2B2() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(5==5)     {         /* FIX: Properly initialize data */         data[0] = '\0'; /* null terminate */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	CWE665_Improper_Initialization__char_cat_03_good	void CWE665_Improper_Initialization__char_cat_03_good() {     goodG2B1();     goodG2B2(); }
1	CWE665_Improper_Initialization__char_cat_04_bad	void CWE665_Improper_Initialization__char_cat_04_bad() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(STATIC_CONST_TRUE)     {         /* FLAW: Do not initialize data */         ; /* empty statement needed for some flow variants */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
0	goodG2B1	static void goodG2B1() {     char * data;     char dataBuffer[100];     data = dataBuffer;     if(STATIC_CONST_FALSE)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         /* FIX: Properly initialize data */         data[0] = '\0'; /* null terminate */     }     {         char source[100];         memset(source, 'C', 100-1); /* fill with 'C's */         source[100-1] = '\0'; /* null terminate */         /* POTENTIAL FLAW: If data is not initialized properly, strcat() may not function correctly */         strcat(data, source);         printLine(data);     } }
