1	CWE259_Hard_Coded_Password__w32_char_01_bad	void CWE259_Hard_Coded_Password__w32_char_01_bad() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     /* FLAW: Use a hardcoded password */     strcpy(password, PASSWORD);     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     domain,                     password,                     LOGON32_LOGON_NETWORK,                     LOGON32_PROVIDER_DEFAULT,                     &pHandle) != 0)         {             printLine("User logged in successfully.");             CloseHandle(pHandle);         }         else         {             printLine("Unable to login.");         }     } }
0	goodG2B	static void goodG2B() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     {         size_t passwordLen = 0;         /* FIX: Read the password from the console */         if (fgets(password, 100, stdin) == NULL)         {             printLine("fgets() failed");             /* Restore NUL terminator if fgets fails */             password[0] = '\0';         }         /* Remove the carriage return from the string that is inserted by fgets() */         passwordLen = strlen(password);         if (passwordLen > 0)         {             password[passwordLen-1] = '\0';         }     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     domain,                     password,                     LOGON32_LOGON_NETWORK,             ...
0	CWE259_Hard_Coded_Password__w32_char_01_good	void CWE259_Hard_Coded_Password__w32_char_01_good() {     goodG2B(); }
1	CWE259_Hard_Coded_Password__w32_char_02_bad	void CWE259_Hard_Coded_Password__w32_char_02_bad() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(1)     {         /* FLAW: Use a hardcoded password */         strcpy(password, PASSWORD);     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     domain,                     password,                     LOGON32_LOGON_NETWORK,                     LOGON32_PROVIDER_DEFAULT,                     &pHandle) != 0)         {             printLine("User logged in successfully.");             CloseHandle(pHandle);         }         else         {             printLine("Unable to login.");         }     } }
0	goodG2B1	static void goodG2B1() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(0)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         {             size_t passwordLen = 0;             /* FIX: Read the password from the console */             if (fgets(password, 100, stdin) == NULL)             {                 printLine("fgets() failed");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }         }     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user...
0	goodG2B2	static void goodG2B2() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(1)     {         {             size_t passwordLen = 0;             /* FIX: Read the password from the console */             if (fgets(password, 100, stdin) == NULL)             {                 printLine("fgets() failed");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }         }     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     domain...
0	CWE259_Hard_Coded_Password__w32_char_02_good	void CWE259_Hard_Coded_Password__w32_char_02_good() {     goodG2B1();     goodG2B2(); }
1	CWE259_Hard_Coded_Password__w32_char_03_bad	void CWE259_Hard_Coded_Password__w32_char_03_bad() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(5==5)     {         /* FLAW: Use a hardcoded password */         strcpy(password, PASSWORD);     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     domain,                     password,                     LOGON32_LOGON_NETWORK,                     LOGON32_PROVIDER_DEFAULT,                     &pHandle) != 0)         {             printLine("User logged in successfully.");             CloseHandle(pHandle);         }         else         {             printLine("Unable to login.");         }     } }
0	goodG2B1	static void goodG2B1() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(5!=5)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         printLine("Benign, fixed string");     }     else     {         {             size_t passwordLen = 0;             /* FIX: Read the password from the console */             if (fgets(password, 100, stdin) == NULL)             {                 printLine("fgets() failed");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }         }     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login u...
0	goodG2B2	static void goodG2B2() {     char * password;     char passwordBuffer[100] = "";     password = passwordBuffer;     if(5==5)     {         {             size_t passwordLen = 0;             /* FIX: Read the password from the console */             if (fgets(password, 100, stdin) == NULL)             {                 printLine("fgets() failed");                 /* Restore NUL terminator if fgets fails */                 password[0] = '\0';             }             /* Remove the carriage return from the string that is inserted by fgets() */             passwordLen = strlen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = '\0';             }         }     }     {         HANDLE pHandle;         char * username = "User";         char * domain = "Domain";         /* POTENTIAL FLAW: Attempt to login user with password from the source (which may be hardcoded) */         if (LogonUserA(                     username,                     dom...
